,0,1,2,3,4,5,6,7,8,9,10
41,6598.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
42,48991.0,SAAB,9_3 HO,Arc Conv 2D,Convertible,4,2.0,2,1,1,1
43,21461.0,Pontiac,Vibe,GT Sportwagon,Wagon,4,1.8,4,0,0,0
44,,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,0
45,932.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
46,,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
47,21567.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
48,31655.0,SAAB,9_3 HO,Aero Conv 2D,Convertible,4,2.0,2,1,1,1
49,32914.0,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
50,22628.0,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
51,11488.0,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
52,8615.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
53,16335.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
54,,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
55,27476.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
56,,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,1
57,18198.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
58,7278.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
59,21661.0,SAAB,9_3,Linear Conv 2D,Convertible,4,2.0,2,1,0,1
60,26328.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
61,27077.0,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
62,18206.0,Pontiac,Vibe,GT Sportwagon,Wagon,4,1.8,4,0,0,0
63,21417.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
64,,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
65,25697.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
66,21013.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
67,24665.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
68,25956.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
69,19419.0,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
70,25874.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
71,20200.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
72,13973.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
73,19347.0,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
74,11981.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
75,30948.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
76,16688.0,SAAB,9_3,Linear Sedan 4D,Sedan,4,2.0,4,1,0,0
77,18795.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
78,11156.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
79,21039.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
80,31791.0,Pontiac,Vibe,GT Sportwagon,Wagon,4,1.8,4,1,1,1
81,21293.0,SAAB,9_3 HO,Arc Conv 2D,Convertible,4,2.0,2,1,0,1
82,30404.0,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
83,,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0
84,18449.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
85,25285.0,Pontiac,Sunfire,Coupe 2D,Coupe,4,2.2,2,0,1,1
86,21910.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
87,20510.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
88,30082.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
89,,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
90,37345.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
91,8221.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
92,25040.0,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
93,4142.0,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
94,22779.0,Pontiac,Vibe,AWD Sportwagon 4D,Wagon,4,1.8,4,0,0,1
95,18910.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
96,,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
97,8928.0,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
98,33892.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
99,19712.0,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
100,12313.0,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
101,16041.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
102,,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
103,19273.0,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
104,11647.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
105,20530.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
106,,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
107,17441.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
108,19874.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
109,18661.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
110,26477.0,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
111,21121.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
112,,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
113,17417.0,Pontiac,Grand Prix,GTP Sedan 4D,Sedan,6,3.8,4,1,1,1
114,22405.0,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
115,21394.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
116,1480.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
117,17273.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
118,21512.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
119,16342.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,0
120,19100.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
121,27800.0,Pontiac,Grand Prix,Sedan 4D,Sedan,6,3.8,4,1,1,0
122,25107.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
123,24218.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
124,22479.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
125,13678.0,Pontiac,GTO,Coupe 2D,Coupe,8,5.7,2,1,1,1
126,24542.0,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
127,23323.0,Pontiac,Vibe,Sportwagon 4D,Wagon,4,1.8,4,0,1,1
128,23103.0,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
129,1592.0,Pontiac,Grand Prix,Sedan 4D,Sedan,6,3.8,4,1,1,0
130,29420.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
131,23491.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
132,18602.0,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
133,22272.0,SAAB,9_3 HO,Aero Sedan 4D,Sedan,4,2.0,4,1,1,1
134,21167.0,SAAB,9_3 HO,Arc Conv 2D,Convertible,4,2.0,2,1,1,0
135,18930.0,SAAB,9_3 HO,Aero Conv 2D,Convertible,4,2.0,2,1,0,1
136,28683.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
137,20870.0,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
138,,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
139,26223.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
140,8970.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,0
141,22287.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
142,27521.0,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
143,20910.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
144,28408.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
145,28354.0,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,0
146,12115.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,0,1
147,16193.0,Pontiac,GTO,Coupe 2D,Coupe,8,5.7,2,1,0,1
148,23056.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
149,15903.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
150,22964.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
151,3907.0,SAAB,9_3,Linear Sedan 4D,Sedan,4,2.0,4,1,0,1
152,32844.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
153,14948.0,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
154,23121.0,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
155,33906.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
156,12021.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
157,20158.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
158,15755.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
159,8754.0,Pontiac,Vibe,Sportwagon 4D,Wagon,4,1.8,4,0,1,0
160,14095.0,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
161,26272.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
162,20751.0,Pontiac,Grand Prix,Sedan 4D,Sedan,6,3.8,4,1,1,1
163,10014.0,SAAB,9_3 HO,Aero Sedan 4D,Sedan,4,2.0,4,1,0,1
164,24568.0,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
165,24323.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
166,2308.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
167,17488.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
168,16958.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
169,21829.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
170,18533.0,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
171,3828.0,SAAB,9_3 HO,Aero Conv 2D,Convertible,4,2.0,2,1,1,1
172,24583.0,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
173,,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1
174,19225.0,Pontiac,Sunfire,Coupe 2D,Coupe,4,2.2,2,1,1,1
175,50387.0,SAAB,9_3,Linear Sedan 4D,Sedan,4,2.0,4,1,0,1
176,24568.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
177,27096.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
178,26980.0,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
179,27721.0,Pontiac,Grand Prix,GTP Sedan 4D,Sedan,6,3.8,4,1,0,1
180,1169.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
181,23335.0,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
182,11221.0,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
183,17830.0,Pontiac,Sunfire,Coupe 2D,Coupe,4,2.2,2,1,1,1
184,20100.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
185,17508.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
186,15600.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
187,17594.0,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
188,31324.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
189,25394.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
190,25845.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
191,22479.0,SAAB,9_3 HO,Aero Conv 2D,Convertible,4,2.0,2,1,0,0
192,13262.0,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
193,14546.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
194,19521.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
195,12980.0,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
196,20925.0,SAAB,9_3,Linear Conv 2D,Convertible,4,2.0,2,1,0,1
197,31805.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
198,17787.0,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
199,22423.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
200,24747.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
201,21272.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
202,,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
203,29925.0,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,1,0
204,19593.0,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
205,35299.0,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
206,29891.0,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
207,17335.0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
208,17343.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
209,11554.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
210,,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
211,23143.0,SAAB,9_5,Arc Sedan 4D,Sedan,4,2.3,4,1,1,1
212,22641.0,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
213,19539.0,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
214,27574.0,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,0
215,,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
216,,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
217,10003.0,SAAB,9_3 HO,Aero Sedan 4D,Sedan,4,2.0,4,1,1,0
218,21778.0,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
219,23989.0,Pontiac,Grand Prix,Sedan 4D,Sedan,6,3.8,4,1,0,0
220,31202.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
221,14304.0,Pontiac,Vibe,Sportwagon 4D,Wagon,4,1.8,4,0,0,1
222,14363.0,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
223,10340.0,SAAB,9_3,Linear Conv 2D,Convertible,4,2.0,2,1,1,0
224,25014.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
225,20309.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
226,4922.0,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
227,22814.0,SAAB,9_3 HO,Aero Sedan 4D,Sedan,4,2.0,4,1,1,1
228,12305.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
229,7372.0,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
230,12251.0,SAAB,9_3,Linear Conv 2D,Convertible,4,2.0,2,1,0,0
231,865.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
232,11892.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
233,6447.0,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
234,6685.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
235,25247.0,SAAB,9_5,Arc Sedan 4D,Sedan,4,2.3,4,1,1,1
236,19800.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
237,19490.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
238,24031.0,SAAB,9_3 HO,Arc Conv 2D,Convertible,4,2.0,2,1,0,1
239,27600.0,SAAB,9_3 HO,Aero Sedan 4D,Sedan,4,2.0,4,1,1,0
240,10011.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
241,5144.0,SAAB,9_3 HO,Arc Sedan 4D,Sedan,4,2.0,4,1,1,0
242,25816.0,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
243,33357.0,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
244,11393.0,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
245,19148.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
246,31197.0,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
247,7287.0,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,1
248,22380.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
249,10213.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
250,,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
251,5131.0,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
252,2189.0,Pontiac,Grand Prix,Sedan 4D,Sedan,6,3.8,4,1,1,1
253,20334.0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
254,,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
255,24008.0,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
256,20105.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
257,22964.0,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
258,,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
259,11273.0,SAAB,9_3 HO,Arc Sedan 4D,Sedan,4,2.0,4,1,1,0
260,27558.0,SAAB,9_3 HO,Aero Conv 2D,Convertible,4,2.0,2,1,0,1
261,21627.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
262,23826.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
263,33374.0,Pontiac,Vibe,AWD Sportwagon 4D,Wagon,4,1.8,4,0,1,1
264,23621.0,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
265,30063.0,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
266,14937.0,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
267,17959.0,Pontiac,Grand Prix,Sedan 4D,Sedan,6,3.8,4,1,0,0
268,14754.0,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
269,21341.0,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
270,27199.0,Pontiac,GTO,Coupe 2D,Coupe,8,5.7,2,1,1,1
271,30502.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
272,3946.0,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,1,1,1
273,27776.0,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0
274,,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
275,18451.0,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
276,583.0,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
277,29649.0,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
278,5690.0,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
279,27966.0,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
280,23553.0,SAAB,9_3,Linear Conv 2D,Convertible,4,2.0,2,1,1,0
281,20917.0,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
282,14824.0,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
283,14231.0,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
284,12610.0,Pontiac,Vibe,Sportwagon 4D,Wagon,4,1.8,4,1,1,1
285,23976.0,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
286,22189.0,SAAB,9_3 HO,Arc Sedan 4D,Sedan,4,2.0,4,1,0,0
287,,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
288,25564.0,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
289,13196.0,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
290,3625.0,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
291,13607.0,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
292,17381.0,SAAB,9_3 HO,Aero Conv 2D,Convertible,4,2.0,2,1,1,1
293,,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
294,36566.0,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
